url
https://archive.org/details/ghana-environmental-sanitation-policy-2010
https://archive.org/details/nessap-ghana-2010
https://archive.org/details/dessap-handbook-2010
https://archive.org/details/national-solid-waste-management-strategy
https://archive.org/details/guidelines-for-targeting-the-poor-and-vulnerable-for-sanitation-services-in-ghana
